
customer_id,age,monthly_income,emi,credit_card_due,emi_to_income_ratio,credit_utilization,missed_payments,salary_delay,job_loss,avg_balance,balance_drop_ratio,atm_withdrawals,spending_change,bill_delay_count,account_tenure,label,total_obligations,debt_stress_ratio,liquidity_buffer,spending_instability,payment_discipline,financial_health_score,shock_flag,credit_dependency,early_risk_flag,stability_score
CUST000024,57,127490,31959,5616,0.25,0.2,1,0,0,243784,0.0,6,-0.02,0,113,0,37575,0.2947289983528119,95531,0.02,0.5,0.74,0,1123.2,0,1.4269165078319253
CUST000025,52,213519,28653,41138,0.13,0.39,0,0,0,639153,0.12,7,0.24,0,51,0,69791,0.3268608414239482,184866,0.24,1.0,0.847,0,16043.82,0,1.7092052266766578
CUST000026,37,109651,21891,20590,0.2,0.29,0,0,0,229298,0.16,7,0.03,0,18,1,42481,0.3874200873681042,87760,0.03,1.0,0.865,0,5971.099999999999,0,1.120571444205304
CUST000027,55,137311,46340,25618,0.34,0.41,1,1,0,111827,0.17,6,0.03,1,34,1,71958,0.5240512413426456,90971,0.03,0.3333333333333333,0.5593333333333333,0,10503.38,0,0.548867057018566
CUST000028,46,46746,22405,10152,0.48,0.74,2,1,0,15028,0.55,15,-0.3,3,47,1,32557,0.6964660077867625,24341,0.3,0.1666666666666666,0.2796666666666666,1,7512.48,0,0.3565709207720994
CUST000029,29,82686,57880,27718,0.7,0.81,1,1,0,31946,0.61,9,-0.6,5,66,1,85598,1.0352175700844155,24806,0.6,0.1428571428571428,0.2311428571428571,1,22451.58,1,0.4681742595571251
CUST000030,24,73743,11482,4205,0.16,0.25,1,0,0,116117,0.04,4,0.04,1,111,0,15687,0.2127252756193808,62261,0.04,0.3333333333333333,0.6463333333333332,0,1051.25,0,1.2497979496637015
CUST000031,31,155666,45895,28187,0.29,0.56,0,0,0,140099,0.05,2,-0.01,0,102,0,74082,0.4759035370601159,109771,0.01,1.0,0.817,0,15784.72,0,0.8749958244200762
CUST000032,45,147696,57781,46349,0.39,0.6,0,1,0,68899,0.3,8,0.08,1,49,1,104130,0.7050292492687683,89915,0.08,0.5,0.53,0,27809.4,0,0.4374110792139764
CUST000033,56,48009,7213,6978,0.15,0.36,0,0,0,105708,0.06,7,0.12,0,111,0,14191,0.2955904101314336,40796,0.12,1.0,0.874,0,2512.08,0,1.5633956467402623
CUST000034,28,94946,37887,22072,0.4,0.8,1,1,0,105810,0.33,11,-0.14,0,88,1,59959,0.6315063299138458,57059,0.14,0.5,0.4609999999999999,0,17657.600000000002,1,0.9238722655797444
CUST000035,42,101939,43461,28763,0.43,0.35,0,1,0,155805,0.35,7,0.16,3,15,1,72224,0.7085021434387232,58478,0.16,0.25,0.49,0,10067.05,0,0.8266995291347852
CUST000036,50,114045,23455,12456,0.21,0.43,1,0,0,167072,0.07,6,0.08,0,1,0,35911,0.3148844754263667,90590,0.08,0.5,0.6499999999999999,0,5356.08,0,0.7366430358510309
CUST000037,32,31947,16199,7220,0.51,0.92,3,1,0,14856,0.63,18,-0.06,1,65,1,23419,0.7330578771089618,15748,0.06,0.2,0.215,1,6642.400000000001,1,0.5033361504110847
CUST000038,40,101748,36207,12209,0.36,0.99,2,0,1,58342,0.42,10,-0.21,6,108,1,48416,0.4758422769980737,65541,0.21,0.1111111111111111,0.2214444444444444,1,12086.91,1,0.7366956923409567
CUST000039,33,143019,30592,29689,0.21,0.41,0,0,0,459001,0.02,4,0.03,0,20,0,60281,0.4214894524503737,112427,0.03,1.0,0.871,0,12172.49,0,1.6880075047778864
CUST000040,55,25149,8512,9313,0.34,0.48,1,0,1,22904,0.2,6,0.06,0,100,1,17825,0.7087756968467931,16637,0.06,0.5,0.5960000000000001,1,4470.24,0,0.8720145791915176
CUST000041,52,54325,9778,19107,0.18,0.74,0,0,0,72115,0.27,4,0.03,1,3,1,28885,0.5317073170731708,44547,0.03,0.5,0.497,0,14139.18,0,0.6762245517799949
CUST000042,40,25592,14386,10277,0.56,0.73,3,1,0,5768,0.53,16,-0.09,1,31,1,24663,0.9636995936230072,11206,0.09,0.2,0.302,1,7502.21,0,0.2418537295354198
CUST000043,57,67453,18314,11896,0.27,0.29,0,0,0,78651,0.12,5,-0.09,0,11,0,30210,0.4478674039701718,49139,0.09,1.0,0.877,0,3449.8399999999997,0,0.628830635198308
CUST000044,25,57967,14930,13638,0.26,0.82,0,0,0,61433,0.29,7,0.14,2,98,1,28568,0.4928321286249073,43037,0.14,0.3333333333333333,0.4003333333333333,0,11183.16,0,0.9382205124666484
CUST000045,51,88287,20419,17565,0.23,0.37,0,0,0,198965,0.0,4,0.1,1,71,1,37984,0.4302332166683656,67868,0.1,0.5,0.6890000000000001,0,6499.05,0,1.4226285942974508
CUST000046,59,100521,34838,17577,0.35,0.45,0,0,0,124583,0.06,2,0.04,0,55,1,52415,0.5214333323385163,65683,0.04,1.0,0.847,0,7909.650000000001,0,0.8488469356625084
CUST000047,33,58857,19870,21438,0.34,0.76,2,1,0,20988,0.52,13,-0.48,4,92,1,41308,0.7018366549433372,38987,0.48,0.1428571428571428,0.2731428571428571,1,16292.88,0,0.561626853330615
CUST000048,44,180679,43830,32023,0.24,0.29,0,0,0,371356,0.13,4,0.09,0,57,0,75853,0.4198218940773416,136849,0.09,1.0,0.874,0,9286.67,0,1.2651621651538631
CUST000049,36,61784,14978,9145,0.24,0.17,1,0,0,160087,0.0,5,0.03,2,29,0,24123,0.3904408908455263,46806,0.03,0.25,0.6489999999999999,0,1554.65,0,1.416350044509185
CUST000050,58,105323,27517,22820,0.26,0.3,0,1,0,155299,0.0,1,0.09,2,71,1,50337,0.4779297969104564,77806,0.09,0.3333333333333333,0.6433333333333333,0,6846.0,0,1.033077456230299
CUST000051,21,40433,13711,7136,0.34,0.63,1,0,0,21406,0.37,14,-0.05,3,10,1,20847,0.5155936982168031,26722,0.05,0.2,0.38,0,4495.68,0,0.3063696394123757
CUST000052,23,131619,21020,21446,0.16,0.24,1,0,0,187736,0.03,6,0.11,0,111,0,42466,0.3226433873528898,110599,0.11,0.5,0.7189999999999999,0,5147.04,0,1.175674289621638
CUST000053,36,172248,41624,11986,0.24,0.39,0,0,0,323130,0.06,2,-0.02,0,36,0,53610,0.3112372857740003,130624,0.02,1.0,0.865,0,4674.54,0,1.0879735150857188
CUST000054,29,194695,55626,39915,0.29,0.46,0,0,0,472349,0.25,3,0.13,0,93,0,95541,0.4907213847299622,139069,0.13,1.0,0.787,0,18360.9,0,1.6005423840243251
CUST000055,36,168987,28805,20015,0.17,0.34,0,0,0,414078,0.06,7,0.06,1,101,0,48820,0.2888979625651677,140182,0.06,0.5,0.6799999999999999,0,6805.1,0,1.646003167877798
CUST000056,33,50409,20529,6595,0.41,0.74,3,1,0,64836,0.25,5,-0.21,2,13,1,27124,0.5380785177250095,29880,0.21,0.1666666666666666,0.3696666666666666,0,4880.3,0,0.6972533558156451
CUST000057,43,132767,48057,43441,0.36,0.62,2,0,0,48661,0.36,6,-0.03,3,55,1,91498,0.6891622165146459,84710,0.03,0.1666666666666666,0.3726666666666666,0,26933.42,0,0.4124224210653169
CUST000058,24,216299,42479,23766,0.2,0.35,1,0,0,511332,0.21,5,0.03,0,87,1,66245,0.3062658634575287,173820,0.03,0.5,0.632,0,8318.1,0,1.544497226074896
CUST000059,27,70772,27450,34280,0.39,0.91,3,1,0,13780,0.47,17,-0.13,5,8,1,61730,0.8722376080935963,43322,0.13,0.1111111111111111,0.2304444444444444,1,31194.8,1,0.1306868438528817
CUST000060,27,75224,26586,14707,0.35,0.74,5,1,0,78596,0.43,6,0.03,0,32,0,41293,0.5489338508986493,48638,0.03,0.1666666666666666,0.3156666666666666,1,10883.18,0,0.6557394483217015
CUST000061,49,155593,44942,21337,0.29,0.25,0,0,0,236472,0.07,5,-0.2,0,18,0,66279,0.4259767470258945,110651,0.2,1.0,0.904,0,5334.25,0,0.8349007673817757
CUST000062,50,64761,14878,6222,0.23,0.19,0,0,0,129042,0.11,2,-0.16,0,32,0,21100,0.3258133753339201,49883,0.16,1.0,0.91,0,1182.18,0,1.1296120152764482
CUST000063,56,58261,14196,9407,0.24,0.2,0,0,0,185688,0.12,3,-0.04,0,13,0,23603,0.4051252124062409,44065,0.04,1.0,0.904,0,1881.4,0,1.6477267916194662
CUST000064,55,28868,11300,8196,0.39,0.69,1,1,0,25631,0.48,3,-0.02,4,108,1,19496,0.6753498683663572,17568,0.02,0.1666666666666666,0.3156666666666666,1,5655.24,0,0.8939190827531263
CUST000065,36,71269,38648,17805,0.54,0.78,5,1,0,6016,0.57,14,-0.2,2,22,1,56453,0.7921115772636069,32621,0.2,0.125,0.245,1,13887.9,1,0.133872363313222
CUST000066,34,150130,18116,23366,0.12,0.57,2,0,0,359774,0.16,4,0.06,0,111,1,41482,0.2763072004262972,132014,0.06,0.3333333333333333,0.5143333333333333,0,13318.62,0,1.6607002384584129
CUST000067,31,18282,7952,4921,0.43,0.77,4,0,0,11323,0.5,9,-0.2,3,49,1,12873,0.7041352149655399,10330,0.2,0.125,0.2689999999999999,1,3789.17,1,0.5138259129610385
CUST000068,37,77638,25962,36480,0.33,0.81,3,1,0,37676,0.55,12,0.06,3,119,1,62442,0.8042711043561143,51676,0.06,0.1428571428571428,0.249142857142857,1,29548.800000000003,0,0.7384691220477682
CUST000069,56,172577,36028,28846,0.21,0.38,0,0,0,376840,0.09,3,-0.06,0,85,0,64874,0.375913360413033,136549,0.06,1.0,0.859,0,10961.48,0,1.4459628399911926
CUST000070,39,60331,13311,9233,0.22,0.46,0,0,0,119792,0.03,4,0.1,0,28,1,22544,0.3736719099633687,47020,0.1,1.0,0.853,0,4247.18,0,1.109439987624036
CUST000071,55,127209,37005,12052,0.29,0.39,0,1,0,290237,0.07,6,0.05,1,8,0,49057,0.3856409530772194,90204,0.05,0.5,0.6619999999999999,0,4700.28,0,1.174112360139402
CUST000072,58,176819,39874,7315,0.23,0.37,0,0,0,235732,0.18,6,-0.08,2,62,0,47189,0.2668774283306658,136945,0.08,0.3333333333333333,0.5683333333333334,0,2706.55,0,0.9249208234362628
CUST000073,54,25455,10219,14865,0.4,0.99,2,1,0,15376,0.25,11,0.22,5,21,1,25084,0.9854252602632096,15236,0.22,0.125,0.2779999999999999,0,14716.35,1,0.3895113136392206
CUST000074,26,42356,26617,13984,0.63,0.9,1,0,0,4882,0.54,10,-0.12,1,109,1,40601,0.9585654924922088,15739,0.12,0.3333333333333333,0.3013333333333333,1,12585.6,1,0.5117958660906108
CUST000075,25,106657,17150,6394,0.16,0.2,0,0,0,230723,0.06,2,-0.12,1,87,0,23544,0.2207450050160795,89507,0.12,0.5,0.722,0,1278.8000000000002,0,1.444101942657841
CUST000076,57,196760,36972,23994,0.19,0.37,1,0,0,548891,0.11,6,-0.0,1,32,0,60966,0.3098495629192925,159788,0.0,0.3333333333333333,0.5893333333333334,0,8877.78,0,1.5281498874268782
CUST000077,60,134897,45591,51243,0.34,0.7,0,0,0,192714,0.2,6,0.3,3,11,1,96834,0.717836571606485,89306,0.3,0.25,0.43,0,35870.1,0,0.7601285786297795
CUST000078,57,107934,25585,18221,0.24,0.64,2,0,0,85959,0.4,6,0.14,2,67,1,43806,0.4058591361387514,82349,0.14,0.2,0.368,0,11661.44,0,0.6773646561974027
CUST000079,34,111872,47553,57354,0.43,0.72,0,1,0,41740,0.36,14,-0.43,5,86,1,104907,0.9377413472540046,64319,0.43,0.1666666666666666,0.3426666666666667,0,41294.88,0,0.5448841543535974
CUST000080,37,79308,18776,9597,0.24,0.25,0,1,0,114569,0.04,6,0.05,0,51,0,28373,0.3577570989055328,60532,0.05,1.0,0.913,0,2399.25,0,0.9347950736990758
CUST000081,40,107883,49307,33082,0.46,0.63,0,0,0,111175,0.35,5,0.04,1,59,1,82389,0.7636884402547204,58576,0.04,0.5,0.506,0,20841.66,0,0.7610858267521906
CUST000082,25,78068,31632,23787,0.41,0.68,5,1,0,16095,0.52,10,-0.06,3,2,1,55419,0.7098811292719168,46436,0.06,0.1111111111111111,0.2844444444444444,1,16175.160000000002,0,0.1114152224314388
CUST000083,57,44204,12247,11241,0.28,0.77,1,1,0,52059,0.08,3,-0.05,5,13,0,23488,0.5313546285404036,31957,0.05,0.1428571428571428,0.4021428571428572,0,8655.57,0,0.6430027711797308
CUST000084,53,79722,8277,18291,0.1,0.25,0,0,0,157206,0.21,1,0.16,1,34,0,26568,0.3332580717995033,71445,0.16,0.5,0.6619999999999999,0,4572.75,0,1.1276180232387976
CUST000085,25,50018,25252,9578,0.5,0.81,1,0,0,29556,0.44,16,-0.15,1,113,1,34830,0.6963493142468711,24766,0.15,0.3333333333333333,0.3583333333333333,1,7758.18,1,0.7662810631959855
CUST000086,31,187401,14992,5622,0.08,0.44,0,0,0,328718,0.02,3,-0.14,0,57,0,20614,0.1099994130234097,172409,0.14,1.0,0.862,0,2473.68,0,1.1145397327669928
CUST000087,60,27050,8555,3270,0.32,0.66,0,0,0,14061,0.3,7,-0.24,4,104,1,11825,0.4371534195933456,18495,0.24,0.2,0.392,0,2158.2000000000003,0,0.6932313038334996
CUST000088,56,52154,24913,13414,0.48,0.58,1,1,1,47974,0.28,9,0.11,2,39,1,38327,0.7348813130344748,27241,0.11,0.25,0.4419999999999999,1,7780.12,0,0.6224175534464577
CUST000089,29,33129,17018,8918,0.51,0.79,0,1,0,15599,0.53,8,0.05,4,34,1,25936,0.7828790485677202,16111,0.05,0.2,0.284,1,7045.22,1,0.3770877351846262
CUST000090,56,53697,22113,23239,0.41,0.93,4,1,0,16332,0.59,13,-0.07,1,20,1,45352,0.8445909454904371,31584,0.07,0.1666666666666666,0.2106666666666666,1,21612.27,1,0.2354060362272958
CUST000091,34,134884,31561,20079,0.23,0.36,1,0,0,330150,0.14,3,0.02,0,92,0,51640,0.3828474837638267,103323,0.02,0.5,0.65,0,7228.44,0,1.6071536246926394
CUST000092,37,173065,33943,24543,0.2,0.29,0,0,0,397316,0.12,9,0.07,0,65,0,58486,0.337942391586976,139122,0.07,1.0,0.877,0,7117.469999999999,0,1.4187075547286392
CUST000093,24,211273,47197,38111,0.22,0.32,0,0,0,607167,0.13,6,0.11,0,12,0,85308,0.4037808901279387,164076,0.11,1.0,0.865,0,12195.52,0,1.4869184092694794
CUST000094,38,45929,10118,4749,0.22,0.18,0,0,0,129426,0.19,4,-0.0,1,6,1,14867,0.3236952687844281,35811,0.0,0.5,0.6890000000000001,0,854.8199999999999,0,1.4339483997387328
CUST000095,29,113670,25077,3904,0.22,0.33,1,0,0,141971,0.04,7,-0.0,1,82,0,28981,0.2549573326295417,88593,0.0,0.3333333333333333,0.6223333333333333,0,1288.3200000000002,0,0.9661487245354284
CUST000096,49,157115,19357,34368,0.12,0.48,0,0,0,329277,0.06,6,0.06,0,71,0,53725,0.3419469815103586,137758,0.06,1.0,0.838,0,16496.64,0,1.3437119707731868
CUST000097,28,84073,25903,14952,0.31,0.25,0,0,0,252897,0.07,2,-0.05,0,10,0,40855,0.4859467367644784,58170,0.05,1.0,0.904,0,3738.0,0,1.54568098738413
CUST000098,44,189841,30053,35364,0.16,0.55,0,0,0,338549,0.07,4,0.15,0,75,0,65417,0.3445883660536976,159788,0.15,1.0,0.814,0,19450.2,0,1.204159906659222
CUST000099,29,125808,12238,30990,0.1,0.35,0,1,0,262119,0.09,2,0.18,2,6,0,43228,0.3436029505277884,113570,0.18,0.3333333333333333,0.6013333333333334,0,10846.5,0,1.0667338982107797
CUST000100,23,138797,48063,11999,0.35,0.28,0,0,0,210162,0.15,2,0.16,0,116,1,60062,0.4327326959516416,90734,0.16,1.0,0.871,0,3359.7200000000003,0,1.2404119655902823
CUST000101,36,71946,18335,13888,0.25,0.3,1,0,0,64751,0.06,2,0.04,1,86,0,32223,0.4478775748478025,53611,0.04,0.3333333333333333,0.6253333333333333,0,4166.4,0,0.8083242989052126
CUST000102,56,151529,42667,20890,0.28,0.3,1,0,0,360617,0.0,5,-0.01,1,114,0,63557,0.4194378633792871,108862,0.01,0.3333333333333333,0.6433333333333333,0,6267.0,0,1.6649194878901867
CUST000103,30,49029,16105,5883,0.33,0.96,1,1,0,11130,0.51,12,-0.04,3,119,1,21988,0.4484692732872382,32924,0.04,0.2,0.239,1,5647.679999999999,0,0.6093352709225645
CUST000104,32,72040,38444,18958,0.53,0.93,2,1,0,45323,0.41,9,-0.06,3,113,1,57402,0.7968073292615214,33596,0.06,0.1666666666666666,0.2646666666666666,1,17630.940000000002,1,0.785397262207169
CUST000105,42,152928,19692,16196,0.13,0.34,1,0,0,441301,0.16,4,0.03,0,101,0,35888,0.2346725256329776,133236,0.03,0.5,0.6499999999999999,0,5506.64,0,1.8636630124654796
CUST000106,36,66732,14249,18944,0.21,0.63,2,1,0,44423,0.4,8,0.06,2,35,1,33193,0.497407540610202,52483,0.06,0.2,0.371,0,11934.72,0,0.478674656217064
CUST000107,27,35151,18454,10464,0.52,0.48,3,0,0,25242,0.27,6,0.12,3,49,1,28918,0.8226792978862622,16697,0.12,0.1428571428571428,0.4321428571428571,0,5022.72,0,0.5632074040358064
CUST000108,35,78332,40505,19407,0.52,0.87,3,1,0,27375,0.55,7,-0.07,4,26,1,59912,0.7648470612265741,37827,0.07,0.125,0.2239999999999999,1,16884.09,1,0.2830681194388061
CUST000109,35,51203,17566,6373,0.34,0.29,0,0,0,116229,0.1,4,0.05,1,29,0,23939,0.4675311993437884,33637,0.05,0.5,0.683,0,1848.17,0,1.2557934926958831
CUST000110,46,98034,39893,24010,0.41,0.55,2,0,0,106712,0.4,13,-0.3,1,43,0,63903,0.6518452781687986,58141,0.3,0.25,0.4149999999999999,0,13205.500000000002,0,0.7234212696145934
CUST000111,38,102080,48104,28115,0.47,0.75,3,1,0,49111,0.55,10,-0.29,3,45,1,76219,0.7466594827586207,53976,0.29,0.1428571428571428,0.2671428571428571,1,21086.25,0,0.4280491717361703
CUST000112,55,52235,8684,12674,0.17,0.34,0,0,0,139477,0.0,2,0.12,0,43,0,21358,0.408882932899397,43551,0.12,1.0,0.898,0,4309.160000000001,0,1.5142325216325905
CUST000113,37,197198,43913,19468,0.22,0.31,0,0,0,199954,0.04,6,0.06,2,23,1,63381,0.3214079250296656,153285,0.06,0.3333333333333333,0.6283333333333333,0,6035.08,0,0.602818662873544
CUST000114,37,32208,20529,11295,0.64,0.8,4,1,1,26808,0.45,13,-0.6,2,5,1,31824,0.9880774962742176,11679,0.6,0.1428571428571428,0.2821428571428571,1,9036.0,1,0.4369903080919411
CUST000115,43,107228,37696,21852,0.35,0.59,0,0,0,147928,0.27,5,-0.43,0,94,0,59548,0.5553400231282873,69532,0.43,1.0,0.742,0,12892.679999999998,0,1.0814427533596322
CUST000116,53,145976,38480,7178,0.26,0.6,0,0,0,244503,0.04,6,0.07,0,15,1,45658,0.3127774428673207,107496,0.07,1.0,0.808,0,4306.8,0,0.8999709714544072
CUST000117,33,23817,7375,6384,0.31,0.68,5,0,0,1190,0.62,7,-0.0,1,33,1,13759,0.5776966032665743,16442,0.0,0.1428571428571428,0.2671428571428571,1,4341.12,0,0.1624811067260055
CUST000118,21,76651,26299,19828,0.34,0.49,0,1,0,45967,0.42,6,-0.37,3,67,1,46127,0.6017794940705274,50352,0.37,0.25,0.427,1,9715.72,0,0.5790088103811164
CUST000119,25,131559,29952,13124,0.23,0.31,0,0,0,355255,0.11,7,-0.06,0,86,1,43076,0.3274272379692761,101607,0.06,1.0,0.874,0,4068.44,0,1.708496756866322
CUST000120,28,103727,48896,24592,0.47,0.58,2,1,0,105526,0.4,6,0.14,2,93,1,73488,0.7084751318364553,54831,0.14,0.2,0.386,0,14263.36,0,0.8961668980410304
CUST000121,47,150486,19730,21126,0.13,0.48,0,0,0,365345,0.01,5,-0.02,1,42,0,40856,0.271493693765533,130756,0.02,0.5,0.653,0,10140.48,0,1.3888756171629444
CUST000122,56,75289,24475,6541,0.33,0.6,0,0,0,89227,0.26,12,0.23,0,17,0,31016,0.4119592503552975,50814,0.23,1.0,0.742,0,3924.6,0,0.6633887855846283
CUST000123,45,90620,22005,15372,0.24,0.19,1,0,0,193624,0.04,2,-0.02,0,87,0,37377,0.4124586184065327,68615,0.02,0.5,0.7309999999999999,0,2920.68,0,1.4308174981516426
CUST000124,40,25106,10969,8030,0.44,0.39,2,0,0,19258,0.24,10,-0.08,5,52,1,18999,0.7567513741735044,14137,0.08,0.125,0.4609999999999999,0,3131.7000000000003,0,0.6001852073127016
CUST000125,34,197039,43600,35213,0.22,0.19,1,1,0,475390,0.04,7,-0.03,0,56,1,78813,0.3999868046427357,153439,0.03,0.5,0.7309999999999999,0,6690.47,0,1.4396619975639464
CUST000126,41,140811,56950,19661,0.4,0.62,3,0,0,92924,0.28,8,0.12,0,60,1,76611,0.544069710462961,83861,0.12,0.25,0.4299999999999999,0,12189.82,0,0.5799576740618697
CUST000127,34,169042,31463,23422,0.19,0.43,0,0,0,271795,0.14,7,0.11,3,66,0,54885,0.3246826232533926,137579,0.11,0.25,0.529,0,10071.46,0,1.0789226705631112
CUST000128,31,47228,10804,9126,0.23,0.41,0,0,0,44560,0.29,5,0.05,2,85,0,19930,0.4219954264419412,36424,0.05,0.3333333333333333,0.5233333333333333,0,3741.66,0,0.8259107222257511
CUST000129,60,69480,11126,13911,0.16,0.24,1,0,0,146240,0.0,5,0.03,1,43,0,25037,0.3603483016695452,58354,0.03,0.3333333333333333,0.6613333333333333,0,3338.64,0,1.2315406969771112
CUST000130,36,106374,56909,36133,0.53,0.46,1,0,0,75754,0.33,5,-0.15,4,87,1,93042,0.8746686220316995,49465,0.15,0.1666666666666666,0.4296666666666666,0,16621.18,0,0.7185705052878966
CUST000131,33,51402,11823,5690,0.23,0.33,0,0,0,130417,0.16,2,-0.05,0,19,1,17513,0.3407065872923233,39579,0.05,1.0,0.853,0,1877.7,0,1.3477404853153836
CUST000132,51,64091,19350,5833,0.3,0.25,1,0,0,154673,0.1,3,0.24,1,79,0,25183,0.3929256837933563,44741,0.24,0.3333333333333333,0.6283333333333333,0,1458.25,0,1.5358149222991948
CUST000133,57,145657,35453,25646,0.24,0.34,0,0,0,305925,0.11,2,0.01,0,25,0,61099,0.4194717727263365,110204,0.01,1.0,0.865,0,8719.640000000001,0,1.1543149592424264
CUST000134,36,216981,27975,51236,0.13,0.08,0,0,0,582065,0.07,6,0.19,0,19,1,79211,0.3650596135145473,189006,0.19,1.0,0.955,0,4098.88,0,1.4204415189585615
CUST000135,27,136449,41021,21735,0.3,0.56,1,0,0,63604,0.25,4,0.05,2,100,1,62756,0.4599227550220229,95428,0.05,0.25,0.4569999999999999,0,12171.6,0,0.6497337241968976
