customer_id,window_end_day,future_delinquency_label
CUST000009,37,1
CUST000009,38,1
CUST000009,39,1
CUST000009,40,1
CUST000009,41,1
CUST000009,42,1
CUST000009,43,1
CUST000009,44,1
CUST000009,45,1
CUST000009,46,1
CUST000009,47,1
CUST000010,19,0
CUST000010,20,0
CUST000010,21,0
CUST000010,22,0
CUST000010,23,0
CUST000010,24,0
CUST000010,25,0
CUST000010,26,0
CUST000010,27,0
CUST000010,28,0
CUST000010,29,0
CUST000010,30,0
CUST000010,31,1
CUST000010,32,1
CUST000010,33,1
CUST000010,34,1
CUST000010,35,1
CUST000010,36,1
CUST000010,37,1
CUST000010,38,1
CUST000010,39,1
CUST000010,40,1
CUST000010,41,1
CUST000010,42,1
CUST000010,43,1
CUST000010,44,1
CUST000010,45,1
CUST000010,46,1
CUST000010,47,0
CUST000011,19,0
CUST000011,20,0
CUST000011,21,0
CUST000011,22,0
CUST000011,23,0
CUST000011,24,0
CUST000011,25,0
CUST000011,26,0
CUST000011,27,0
CUST000011,28,0
CUST000011,29,0
CUST000011,30,0
CUST000011,31,0
CUST000011,32,0
CUST000011,33,0
CUST000011,34,0
CUST000011,35,0
CUST000011,36,0
CUST000011,37,0
CUST000011,38,0
CUST000011,39,0
CUST000011,40,0
CUST000011,41,0
CUST000011,42,0
CUST000011,43,0
CUST000011,44,0
CUST000011,45,0
CUST000011,46,0
CUST000011,47,0
CUST000012,19,0
CUST000012,20,0
CUST000012,21,0
CUST000012,22,0
CUST000012,23,0
CUST000012,24,0
CUST000012,25,0
CUST000012,26,0
CUST000012,27,0
CUST000012,28,0
CUST000012,29,1
CUST000012,30,1
CUST000012,31,1
CUST000012,32,1
CUST000012,33,1
CUST000012,34,1
CUST000012,35,1
CUST000012,36,1
CUST000012,37,1
CUST000012,38,1
CUST000012,39,1
CUST000012,40,1
CUST000012,41,1
CUST000012,42,1
CUST000012,43,1
CUST000012,44,1
CUST000012,45,0
CUST000012,46,0
CUST000012,47,0
CUST000013,19,0
CUST000013,20,0
CUST000013,21,0
CUST000013,22,0
CUST000013,23,0
CUST000013,24,0
CUST000013,25,0
CUST000013,26,0
CUST000013,27,0
CUST000013,28,0
CUST000013,29,1
CUST000013,30,1
CUST000013,31,1
CUST000013,32,1
CUST000013,33,1
CUST000013,34,1
CUST000013,35,1
CUST000013,36,1
CUST000013,37,1
CUST000013,38,1
CUST000013,39,1
CUST000013,40,1
CUST000013,41,1
CUST000013,42,1
CUST000013,43,1
CUST000013,44,1
CUST000013,45,1
CUST000013,46,1
CUST000013,47,1
CUST000014,19,0
CUST000014,20,0
CUST000014,21,0
CUST000014,22,0
CUST000014,23,0
CUST000014,24,0
CUST000014,25,0
CUST000014,26,0
CUST000014,27,0
CUST000014,28,0
CUST000014,29,1
CUST000014,30,1
CUST000014,31,1
CUST000014,32,1
CUST000014,33,1
CUST000014,34,1
CUST000014,35,1
CUST000014,36,1
CUST000014,37,1
CUST000014,38,1
CUST000014,39,0
CUST000014,40,0
CUST000014,41,0
CUST000014,42,0
CUST000014,43,0
CUST000014,44,0
CUST000014,45,0
CUST000014,46,0
CUST000014,47,0
CUST000015,19,0
CUST000015,20,0
CUST000015,21,0
CUST000015,22,0
CUST000015,23,0
CUST000015,24,0
CUST000015,25,0
CUST000015,26,0
CUST000015,27,0
CUST000015,28,0
CUST000015,29,0
CUST000015,30,0
CUST000015,31,1
CUST000015,32,0
CUST000015,33,0
CUST000015,34,0
CUST000015,35,1
CUST000015,36,1
CUST000015,37,1
CUST000015,38,1
CUST000015,39,1
CUST000015,40,1
CUST000015,41,1
CUST000015,42,1
CUST000015,43,1
CUST000015,44,1
CUST000015,45,1
CUST000015,46,1
CUST000015,47,1
CUST000016,19,0
CUST000016,20,0
CUST000016,21,0
CUST000016,22,0
CUST000016,23,0
CUST000016,24,0
CUST000016,25,0
CUST000016,26,0
CUST000016,27,0
CUST000016,28,0
CUST000016,29,0
CUST000016,30,1
CUST000016,31,1
CUST000016,32,1
CUST000016,33,1
CUST000016,34,1
CUST000016,35,1
CUST000016,36,1
CUST000016,37,1
CUST000016,38,1
CUST000016,39,1
CUST000016,40,1
CUST000016,41,1
CUST000016,42,1
CUST000016,43,1
CUST000016,44,1
CUST000016,45,1
CUST000016,46,1
CUST000016,47,1
CUST000017,19,0
CUST000017,20,0
CUST000017,21,0
CUST000017,22,0
CUST000017,23,0
CUST000017,24,0
CUST000017,25,0
CUST000017,26,0
CUST000017,27,0
CUST000017,28,0
CUST000017,29,0
CUST000017,30,0
CUST000017,31,1
CUST000017,32,1
CUST000017,33,1
CUST000017,34,1
CUST000017,35,1
CUST000017,36,1
CUST000017,37,1
CUST000017,38,1
CUST000017,39,1
CUST000017,40,1
CUST000017,41,1
CUST000017,42,1
CUST000017,43,1
CUST000017,44,1
CUST000017,45,1
CUST000017,46,0
CUST000017,47,0
CUST000018,19,0
CUST000018,20,0
CUST000018,21,0
CUST000018,22,0
CUST000018,23,0
CUST000018,24,0
CUST000018,25,0
CUST000018,26,0
CUST000018,27,0
CUST000018,28,0
CUST000018,29,1
CUST000018,30,1
CUST000018,31,1
CUST000018,32,1
CUST000018,33,1
CUST000018,34,1
CUST000018,35,1
CUST000018,36,1
CUST000018,37,1
CUST000018,38,1
CUST000018,39,0
CUST000018,40,0
CUST000018,41,0
CUST000018,42,0
CUST000018,43,0
CUST000018,44,0
CUST000018,45,0
CUST000018,46,0
CUST000018,47,0
CUST000019,19,0
CUST000019,20,0
CUST000019,21,0
CUST000019,22,0
CUST000019,23,0
CUST000019,24,0
CUST000019,25,0
CUST000019,26,0
CUST000019,27,0
CUST000019,28,0
CUST000019,29,0
CUST000019,30,0
CUST000019,31,1
CUST000019,32,1
CUST000019,33,1
CUST000019,34,1
CUST000019,35,1
CUST000019,36,1
CUST000019,37,1
CUST000019,38,1
CUST000019,39,1
CUST000019,40,1
CUST000019,41,0
CUST000019,42,0
CUST000019,43,0
CUST000019,44,0
CUST000019,45,0
CUST000019,46,0
CUST000019,47,0
CUST000020,19,0
CUST000020,20,0
CUST000020,21,0
CUST000020,22,0
CUST000020,23,0
CUST000020,24,0
CUST000020,25,0
CUST000020,26,0
CUST000020,27,0
CUST000020,28,0
CUST000020,29,0
CUST000020,30,0
CUST000020,31,0
CUST000020,32,0
CUST000020,33,0
CUST000020,34,0
CUST000020,35,0
CUST000020,36,0
CUST000020,37,0
CUST000020,38,0
CUST000020,39,0
CUST000020,40,0
CUST000020,41,0
CUST000020,42,0
CUST000020,43,0
CUST000020,44,0
CUST000020,45,0
CUST000020,46,0
CUST000020,47,0
CUST000021,19,0
CUST000021,20,0
CUST000021,21,0
CUST000021,22,0
CUST000021,23,0
CUST000021,24,0
CUST000021,25,0
CUST000021,26,0
CUST000021,27,0
CUST000021,28,0
CUST000021,29,1
CUST000021,30,1
CUST000021,31,1
CUST000021,32,1
CUST000021,33,1
CUST000021,34,1
CUST000021,35,1
CUST000021,36,1
CUST000021,37,1
CUST000021,38,1
CUST000021,39,1
CUST000021,40,1
CUST000021,41,1
CUST000021,42,1
CUST000021,43,1
CUST000021,44,1
CUST000021,45,0
CUST000021,46,0
CUST000021,47,0
CUST000022,19,0
CUST000022,20,0
CUST000022,21,0
CUST000022,22,0
CUST000022,23,0
CUST000022,24,0
CUST000022,25,0
CUST000022,26,0
CUST000022,27,0
CUST000022,28,0
CUST000022,29,0
CUST000022,30,1
CUST000022,31,1
CUST000022,32,1
CUST000022,33,1
CUST000022,34,1
CUST000022,35,1
CUST000022,36,1
CUST000022,37,1
CUST000022,38,1
CUST000022,39,1
CUST000022,40,1
CUST000022,41,1
CUST000022,42,1
CUST000022,43,1
CUST000022,44,1
CUST000022,45,1
CUST000022,46,1
CUST000022,47,0
CUST000023,19,0
CUST000023,20,0
CUST000023,21,0
CUST000023,22,0
CUST000023,23,0
CUST000023,24,0
CUST000023,25,0
CUST000023,26,0
CUST000023,27,0
CUST000023,28,0
CUST000023,29,0
CUST000023,30,0
CUST000023,31,0
CUST000023,32,0
CUST000023,33,0
CUST000023,34,0
CUST000023,35,0
CUST000023,36,0
CUST000023,37,0
CUST000023,38,0
CUST000023,39,0
CUST000023,40,0
CUST000023,41,0
CUST000023,42,0
CUST000023,43,0
CUST000023,44,0
CUST000023,45,0
CUST000023,46,0
CUST000023,47,0
CUST000024,19,0
CUST000024,20,0
CUST000024,21,0
CUST000024,22,0
CUST000024,23,0
CUST000024,24,0
CUST000024,25,0
CUST000024,26,0
CUST000024,27,0
CUST000024,28,0
CUST000024,29,0
CUST000024,30,0
CUST000024,31,0
CUST000024,32,0
CUST000024,33,0
CUST000024,34,0
CUST000024,35,0
CUST000024,36,0
CUST000024,37,0
CUST000024,38,0
CUST000024,39,0
CUST000024,40,0
CUST000024,41,0
CUST000024,42,0
CUST000024,43,0
CUST000024,44,0
CUST000024,45,0
CUST000024,46,0
CUST000024,47,0
CUST000025,19,0
CUST000025,20,0
CUST000025,21,0
CUST000025,22,0
CUST000025,23,0
CUST000025,24,0
CUST000025,25,0
CUST000025,26,0
CUST000025,27,0
CUST000025,28,0
CUST000025,29,0
CUST000025,30,1
CUST000025,31,1
CUST000025,32,1
CUST000025,33,1
CUST000025,34,1
CUST000025,35,1
CUST000025,36,1
CUST000025,37,1
CUST000025,38,1
CUST000025,39,1
CUST000025,40,0
CUST000025,41,0
CUST000025,42,0
CUST000025,43,0
CUST000025,44,0
CUST000025,45,0
CUST000025,46,0
CUST000025,47,0
CUST000026,19,0
CUST000026,20,0
CUST000026,21,0
CUST000026,22,0
CUST000026,23,0
CUST000026,24,0
CUST000026,25,0
CUST000026,26,0
CUST000026,27,0
CUST000026,28,0
CUST000026,29,0
CUST000026,30,0
CUST000026,31,0
CUST000026,32,0
CUST000026,33,0
CUST000026,34,0
CUST000026,35,0
CUST000026,36,0
CUST000026,37,0
CUST000026,38,0
CUST000026,39,0
CUST000026,40,0
CUST000026,41,0
CUST000026,42,0
CUST000026,43,0
CUST000026,44,0
CUST000026,45,0
CUST000026,46,0
CUST000026,47,0
CUST000027,19,0
CUST000027,20,0
CUST000027,21,0
CUST000027,22,0
CUST000027,23,0
CUST000027,24,0
CUST000027,25,0
CUST000027,26,0
CUST000027,27,0
CUST000027,28,0
CUST000027,29,1
CUST000027,30,1
CUST000027,31,1
CUST000027,32,1
CUST000027,33,1
CUST000027,34,1
CUST000027,35,1
CUST000027,36,1
CUST000027,37,1
CUST000027,38,1
CUST000027,39,1
CUST000027,40,1
CUST000027,41,1
CUST000027,42,1
CUST000027,43,1
CUST000027,44,1
CUST000027,45,1
CUST000027,46,0
CUST000027,47,0
CUST000028,19,0
CUST000028,20,0
CUST000028,21,0
CUST000028,22,0
CUST000028,23,0
CUST000028,24,0
CUST000028,25,0
CUST000028,26,0
CUST000028,27,0
CUST000028,28,0
CUST000028,29,1
CUST000028,30,1
CUST000028,31,1
CUST000028,32,1
CUST000028,33,1
CUST000028,34,1
CUST000028,35,1
CUST000028,36,1
CUST000028,37,1
CUST000028,38,1
CUST000028,39,1
CUST000028,40,1
CUST000028,41,1
CUST000028,42,1
CUST000028,43,1
CUST000028,44,1
CUST000028,45,0
CUST000028,46,0
CUST000028,47,0
CUST000029,19,0
CUST000029,20,0
CUST000029,21,0
CUST000029,22,0
CUST000029,23,0
CUST000029,24,0
CUST000029,25,0
CUST000029,26,0
CUST000029,27,0
CUST000029,28,0
CUST000029,29,1
CUST000029,30,1
CUST000029,31,1
CUST000029,32,1
CUST000029,33,1
CUST000029,34,1
CUST000029,35,1
CUST000029,36,1
CUST000029,37,1
CUST000029,38,1
CUST000029,39,1
CUST000029,40,1
CUST000029,41,1
CUST000029,42,1
CUST000029,43,1
CUST000029,44,1
CUST000029,45,1
CUST000029,46,1
CUST000029,47,1
CUST000030,19,0
CUST000030,20,0
CUST000030,21,0
CUST000030,22,0
CUST000030,23,0
CUST000030,24,0
CUST000030,25,0
CUST000030,26,0
CUST000030,27,0
CUST000030,28,0
CUST000030,29,0
CUST000030,30,0
CUST000030,31,0
CUST000030,32,1
CUST000030,33,1
CUST000030,34,1
CUST000030,35,1
CUST000030,36,1
CUST000030,37,1
CUST000030,38,1
CUST000030,39,1
CUST000030,40,1
CUST000030,41,1
CUST000030,42,1
CUST000030,43,1
CUST000030,44,1
CUST000030,45,0
CUST000030,46,0
CUST000030,47,0
CUST000031,19,0
CUST000031,20,0
CUST000031,21,0
CUST000031,22,0
CUST000031,23,0
CUST000031,24,0
CUST000031,25,0
CUST000031,26,0
CUST000031,27,0
CUST000031,28,0
CUST000031,29,1
CUST000031,30,1
CUST000031,31,1
CUST000031,32,1
CUST000031,33,1
CUST000031,34,1
CUST000031,35,1
CUST000031,36,1
CUST000031,37,1
CUST000031,38,1
CUST000031,39,0
CUST000031,40,0
CUST000031,41,0
CUST000031,42,0
CUST000031,43,0
CUST000031,44,0
CUST000031,45,0
CUST000031,46,0
CUST000031,47,0
CUST000032,19,0
CUST000032,20,0
CUST000032,21,0
CUST000032,22,0
CUST000032,23,0
CUST000032,24,0
CUST000032,25,0
CUST000032,26,0
CUST000032,27,0
CUST000032,28,0
CUST000032,29,0
CUST000032,30,1
CUST000032,31,1
CUST000032,32,1
CUST000032,33,1
CUST000032,34,0
CUST000032,35,0
CUST000032,36,0
CUST000032,37,0
CUST000032,38,0
CUST000032,39,0
CUST000032,40,0
CUST000032,41,0
CUST000032,42,0
CUST000032,43,0
CUST000032,44,0
CUST000032,45,0
CUST000032,46,0
CUST000032,47,0
CUST000033,19,0
CUST000033,20,0
CUST000033,21,0
CUST000033,22,0
CUST000033,23,0
CUST000033,24,0
CUST000033,25,0
CUST000033,26,0
CUST000033,27,0
CUST000033,28,0
CUST000033,29,0
CUST000033,30,0
CUST000033,31,0
CUST000033,32,0
CUST000033,33,0
CUST000033,34,0
CUST000033,35,0
CUST000033,36,0
CUST000033,37,1
CUST000033,38,1
CUST000033,39,1
CUST000033,40,1
CUST000033,41,1
CUST000033,42,1
CUST000033,43,1
CUST000033,44,1
CUST000033,45,1
CUST000033,46,1
CUST000033,47,0
CUST000034,19,0
CUST000034,20,0
CUST000034,21,0
CUST000034,22,0
CUST000034,23,0
CUST000034,24,0
CUST000034,25,0
CUST000034,26,0
CUST000034,27,0
CUST000034,28,0
CUST000034,29,1
CUST000034,30,1
CUST000034,31,1
CUST000034,32,1
CUST000034,33,1
CUST000034,34,1
CUST000034,35,1
CUST000034,36,1
CUST000034,37,1
CUST000034,38,1
CUST000034,39,1
CUST000034,40,1
CUST000034,41,1
CUST000034,42,1
CUST000034,43,1
CUST000034,44,1
CUST000034,45,1
CUST000034,46,0
CUST000034,47,0
CUST000035,19,0
CUST000035,20,0
CUST000035,21,0
CUST000035,22,0
CUST000035,23,0
CUST000035,24,0
CUST000035,25,0
CUST000035,26,0
CUST000035,27,0
CUST000035,28,0
CUST000035,29,0
CUST000035,30,0
CUST000035,31,0
CUST000035,32,0
CUST000035,33,0
CUST000035,34,0
CUST000035,35,0
CUST000035,36,0
CUST000035,37,1
CUST000035,38,0
CUST000035,39,0
CUST000035,40,0
CUST000035,41,0
CUST000035,42,0
CUST000035,43,1
CUST000035,44,1
CUST000035,45,1
CUST000035,46,1
CUST000035,47,0
CUST000036,19,0
CUST000036,20,0
CUST000036,21,0
CUST000036,22,0
CUST000036,23,0
CUST000036,24,0
CUST000036,25,0
CUST000036,26,0
CUST000036,27,0
CUST000036,28,0
CUST000036,29,0
CUST000036,30,0
CUST000036,31,0
CUST000036,32,0
CUST000036,33,0
CUST000036,34,0
CUST000036,35,0
CUST000036,36,0
CUST000036,37,0
CUST000036,38,1
CUST000036,39,0
CUST000036,40,0
CUST000036,41,0
CUST000036,42,0
CUST000036,43,0
CUST000036,44,0
CUST000036,45,0
CUST000036,46,0
CUST000036,47,0
CUST000037,19,0
CUST000037,20,0
CUST000037,21,0
CUST000037,22,0
CUST000037,23,0
CUST000037,24,0
CUST000037,25,0
CUST000037,26,0
CUST000037,27,0
CUST000037,28,0
CUST000037,29,0
CUST000037,30,0
CUST000037,31,0
CUST000037,32,0
CUST000037,33,0
CUST000037,34,0
CUST000037,35,0
CUST000037,36,0
CUST000037,37,0
CUST000037,38,1
CUST000037,39,1
CUST000037,40,1
CUST000037,41,1
CUST000037,42,1
CUST000037,43,1
CUST000037,44,1
CUST000037,45,1
CUST000037,46,1
CUST000037,47,1
CUST000038,19,0
CUST000038,20,0
CUST000038,21,0
CUST000038,22,0
CUST000038,23,0
CUST000038,24,0
CUST000038,25,0
CUST000038,26,0
CUST000038,27,0
CUST000038,28,0
CUST000038,29,0
CUST000038,30,0
CUST000038,31,1
CUST000038,32,1
CUST000038,33,1
CUST000038,34,1
CUST000038,35,1
CUST000038,36,1
CUST000038,37,1
CUST000038,38,1
CUST000038,39,1
CUST000038,40,1
CUST000038,41,1
CUST000038,42,1
CUST000038,43,1
CUST000038,44,1
CUST000038,45,1
CUST000038,46,1
CUST000038,47,0
CUST000039,19,0
CUST000039,20,0
CUST000039,21,0
CUST000039,22,0
CUST000039,23,0
CUST000039,24,0
CUST000039,25,0
CUST000039,26,0
CUST000039,27,0
CUST000039,28,0
CUST000039,29,0
CUST000039,30,0
CUST000039,31,0
CUST000039,32,0
CUST000039,33,0
CUST000039,34,0
CUST000039,35,0
CUST000039,36,0
CUST000039,37,1
CUST000039,38,1
CUST000039,39,1
CUST000039,40,1
CUST000039,41,1
CUST000039,42,1
CUST000039,43,1
CUST000039,44,1
CUST000039,45,1
CUST000039,46,1
CUST000039,47,0
CUST000040,19,0
CUST000040,20,0
CUST000040,21,0
CUST000040,22,0
CUST000040,23,0
CUST000040,24,0
CUST000040,25,0
CUST000040,26,0
CUST000040,27,0
CUST000040,28,0
CUST000040,29,1
CUST000040,30,1
CUST000040,31,1
CUST000040,32,1
CUST000040,33,1
CUST000040,34,1
CUST000040,35,1
CUST000040,36,1
CUST000040,37,1
CUST000040,38,1
CUST000040,39,1
CUST000040,40,1
CUST000040,41,1
CUST000040,42,1
CUST000040,43,1
CUST000040,44,1
CUST000040,45,1
CUST000040,46,1
CUST000040,47,1
CUST000041,19,0
CUST000041,20,0
CUST000041,21,0
CUST000041,22,0
CUST000041,23,0
CUST000041,24,0
CUST000041,25,0
CUST000041,26,0
CUST000041,27,0
CUST000041,28,0
CUST000041,29,0
CUST000041,30,1
CUST000041,31,1
CUST000041,32,1
CUST000041,33,1
CUST000041,34,1
CUST000041,35,1
CUST000041,36,1
CUST000041,37,0
CUST000041,38,1
CUST000041,39,1
CUST000041,40,1
CUST000041,41,1
CUST000041,42,1
CUST000041,43,1
CUST000041,44,1
CUST000041,45,1
CUST000041,46,1
CUST000041,47,1
CUST000042,19,0
CUST000042,20,0
CUST000042,21,0
CUST000042,22,0
CUST000042,23,0
CUST000042,24,0
CUST000042,25,0
CUST000042,26,0
CUST000042,27,0
CUST000042,28,0
CUST000042,29,0
CUST000042,30,0
CUST000042,31,1
CUST000042,32,1
CUST000042,33,1
CUST000042,34,1
CUST000042,35,1
CUST000042,36,1
CUST000042,37,1
CUST000042,38,1
CUST000042,39,1
CUST000042,40,1
CUST000042,41,1
CUST000042,42,1
CUST000042,43,1
CUST000042,44,1
CUST000042,45,1
CUST000042,46,1
CUST000042,47,0
CUST000043,19,0
CUST000043,20,0
CUST000043,21,0
CUST000043,22,0
CUST000043,23,0
CUST000043,24,0
CUST000043,25,0
CUST000043,26,0
CUST000043,27,0
CUST000043,28,0
CUST000043,29,1
CUST000043,30,1
CUST000043,31,1
CUST000043,32,1
CUST000043,33,1
CUST000043,34,1
CUST000043,35,1
CUST000043,36,1
CUST000043,37,1
CUST000043,38,1
CUST000043,39,0
CUST000043,40,0
CUST000043,41,0
CUST000043,42,0
CUST000043,43,0
CUST000043,44,0
CUST000043,45,0
CUST000043,46,0
CUST000043,47,0
CUST000044,19,0
CUST000044,20,0
CUST000044,21,0
CUST000044,22,0
CUST000044,23,0
CUST000044,24,0
CUST000044,25,0
CUST000044,26,0
CUST000044,27,0
CUST000044,28,0
CUST000044,29,0
CUST000044,30,1
CUST000044,31,1
CUST000044,32,1
CUST000044,33,1
CUST000044,34,1
CUST000044,35,1
CUST000044,36,1
CUST000044,37,1
CUST000044,38,1
CUST000044,39,1
CUST000044,40,0
CUST000044,41,0
CUST000044,42,0
CUST000044,43,0
CUST000044,44,0
CUST000044,45,0
CUST000044,46,0
CUST000044,47,0
CUST000045,19,0
CUST000045,20,0
CUST000045,21,0
CUST000045,22,0
CUST000045,23,0
CUST000045,24,0
CUST000045,25,0
CUST000045,26,0
CUST000045,27,0
CUST000045,28,0
CUST000045,29,0
CUST000045,30,0
CUST000045,31,0
CUST000045,32,0
CUST000045,33,0
CUST000045,34,0
CUST000045,35,0
CUST000045,36,0
CUST000045,37,0
CUST000045,38,0
CUST000045,39,0
CUST000045,40,0
CUST000045,41,1
CUST000045,42,1
CUST000045,43,1
CUST000045,44,1
CUST000045,45,1
CUST000045,46,1
CUST000045,47,1
CUST000046,19,0
CUST000046,20,0
CUST000046,21,0
CUST000046,22,0
CUST000046,23,0
CUST000046,24,0
CUST000046,25,0
CUST000046,26,0
CUST000046,27,0
CUST000046,28,0
CUST000046,29,0
CUST000046,30,0
CUST000046,31,0
CUST000046,32,0
CUST000046,33,0
CUST000046,34,0
CUST000046,35,0
CUST000046,36,0
CUST000046,37,0
CUST000046,38,0
CUST000046,39,0
CUST000046,40,0
CUST000046,41,1
CUST000046,42,1
CUST000046,43,1
CUST000046,44,1
CUST000046,45,1
CUST000046,46,1
CUST000046,47,0
CUST000047,19,0
CUST000047,20,0
CUST000047,21,0
CUST000047,22,0
CUST000047,23,0
CUST000047,24,0
CUST000047,25,0
CUST000047,26,0
CUST000047,27,0
CUST000047,28,0
CUST000047,29,0
CUST000047,30,0
CUST000047,31,1
CUST000047,32,1
CUST000047,33,1
CUST000047,34,1
CUST000047,35,1
CUST000047,36,1
CUST000047,37,1
CUST000047,38,1
CUST000047,39,1
CUST000047,40,1
CUST000047,41,1
CUST000047,42,1
CUST000047,43,1
CUST000047,44,1
CUST000047,45,1
CUST000047,46,0
CUST000047,47,0
CUST000048,19,0
CUST000048,20,0
CUST000048,21,0
CUST000048,22,0
